Name,Phone,Date,Duration_timespan,Duration_Sec
"Meagan Torp","8815612476","02/07/21 12:07:17 PM","00:32:01","1"
"Madie Christiansen","8134067075","24/04/22 02:24:00 AM","00:49:06","6"
"Alice Spencer","8868223038","03/07/23 09:39:07 PM","00:36:43","43"
"Reginald Wuckert","7171250628","29/01/23 01:38:29 AM","00:28:25","25"
"Judy Kertzmann","8668211071","02/06/21 09:57:47 PM","00:13:27","27"
"Thad Sawayn","8187164073","11/04/22 12:26:39 PM","00:42:39","39"
"Horace Kirlin","8441388320","13/10/21 09:41:17 AM","00:11:36","36"
"Bradley Herman","8134657302","02/12/21 12:52:41 PM","00:58:27","27"
"Margret Veum","8008140110","14/03/23 11:01:33 AM","00:45:00","0"
"Melisa Becker","6434263388","12/08/21 04:02:27 AM","00:50:46","46"
"Noe Howe","8642773250","14/11/22 04:25:50 PM","00:48:13","13"
"Zakary Jerde","7558066525","17/11/21 11:41:59 AM","00:09:09","9"
"Darlene Schmitt","7465500580","22/02/21 07:05:26 PM","00:05:31","31"
"Nash Cummings","8558821633","27/10/21 11:24:12 AM","00:13:07","7"
"Alice Spencer","8868223038","03/02/23 07:11:40 AM","00:26:44","44"
"Selmer Moen","8073015233","08/11/21 11:11:55 AM","00:54:08","8"
"Rocio Lynch","8275473471","15/03/23 11:01:29 AM","00:23:44","44"
"Lysanne O'Conner","6716264882","29/07/22 09:54:14 PM","00:06:26","26"
"Jane Prosacco","7618060341","15/05/21 04:28:27 AM","00:07:38","38"
"Wellington Grimes","6066455212","21/04/21 03:16:50 AM","00:53:33","33"
"Osbaldo Frami","6363788523","20/01/21 03:37:26 PM","00:44:31","31"
"Jordan Toy","6637305371","17/06/21 03:46:08 PM","00:53:44","44"
"Osbaldo Frami","6363788523","21/06/21 10:18:21 PM","00:39:30","30"
"Zakary Jerde","7558066525","27/03/22 09:03:16 PM","00:15:13","13"
"Morris Goldner","8880873376","01/02/23 10:51:44 AM","00:30:28","28"
"Jarod Tromp","6738863880","12/05/22 02:43:25 PM","00:14:46","46"
"Bradley Herman","8134657302","09/09/21 06:48:15 PM","00:27:58","58"
"Wellington Grimes","6066455212","13/01/22 10:39:15 AM","00:27:54","54"
"Jarod Tromp","6738863880","30/10/22 08:21:31 AM","00:01:39","39"
"Juana Welch","8440655110","06/10/22 05:20:53 PM","00:16:54","54"
"Kennedy Borer","7307402025","15/10/21 07:51:57 PM","00:20:40","40"
"Lenna Lueilwitz","6336328528","04/08/21 05:44:55 AM","00:15:13","13"
"Kim Lesch","8671863255","15/03/21 07:30:00 PM","00:01:51","51"
"Catharine Dare","7475065872","13/04/23 02:45:52 PM","00:22:10","10"
"Barrett Ritchie","8621786146","09/01/23 05:52:23 PM","00:23:10","10"
"Alexandro Heidenreich","7016647153","22/09/21 05:05:30 AM","00:47:26","26"
"Alayna Glover","8154056327","12/01/21 08:43:58 AM","00:47:16","16"
"Kali Blanda","6174001627","17/03/22 04:40:42 AM","00:29:37","37"
"Roberta Gorczany","6782844083","09/05/23 12:12:21 AM","00:58:05","5"
"Rocio Lynch","8275473471","06/09/21 10:44:44 AM","00:19:13","13"
"Isom Schumm","6287361620","18/11/22 10:49:27 AM","00:08:24","24"
"Elbert Reichel","8812480763","10/06/22 09:46:04 AM","00:35:11","11"
"Enrique Frami","6380715712","17/03/22 04:20:30 PM","00:30:06","6"
"Jarod Tromp","6738863880","02/03/22 08:07:03 PM","00:32:54","54"
"Cristopher Gislason","6542362170","14/03/21 07:55:45 PM","00:31:24","24"
"Gust Mueller","8615272163","28/06/23 11:16:39 AM","00:33:12","12"
"Morris Goldner","8880873376","07/05/22 05:35:35 PM","00:59:42","42"
"Jasmin Balistreri","6856377365","01/08/22 02:31:14 AM","00:59:58","58"
"Tiara Blick","8544178677","03/06/22 07:17:25 AM","00:10:17","17"
"Elizabeth Kerluke","7641637280","01/08/22 04:01:25 AM","00:39:40","40"
"Morris Goldner","8880873376","23/04/23 02:13:55 PM","00:11:01","1"
"Gerard Bechtelar","7356483774","26/04/21 01:18:50 PM","00:15:17","17"
"Darren Heathcote","7444817032","02/05/22 05:02:09 AM","00:58:15","15"
"Tiara Blick","8544178677","29/06/21 02:27:39 PM","00:36:29","29"
"Darren Heathcote","7444817032","03/07/22 01:32:24 AM","00:42:08","8"
"Katelin Dicki","7771071266","03/01/23 04:15:04 AM","00:14:39","39"
"Thad Sawayn","8187164073","23/08/22 06:06:27 PM","00:12:18","18"
"Connor Ward","7726866607","15/11/21 07:25:17 AM","00:58:35","35"
"Tiara Blick","8544178677","01/10/22 12:03:45 PM","00:16:49","49"
"Jose Brekke","6667002384","12/01/21 12:18:38 AM","00:54:08","8"
"Loy Anderson","7751552622","11/06/23 01:43:25 AM","00:58:53","53"
"Reginald Wuckert","7171250628","25/03/23 02:49:48 PM","00:41:44","44"
"Rocio Lynch","8275473471","29/10/21 03:08:50 AM","00:17:26","26"
"Juana Welch","8440655110","06/05/22 11:33:36 AM","00:28:30","30"
"Alisa Schoen","6264071647","07/10/22 04:27:16 AM","00:13:11","11"
"Jedidiah Kuhic","8838455708","06/12/21 02:00:38 AM","00:39:05","5"
"Lysanne O'Conner","6716264882","21/02/21 04:42:12 PM","00:44:49","49"
"Jedidiah Kuhic","8838455708","12/12/21 03:59:46 AM","00:07:38","38"
"Kadin Wilderman","7820212022","28/08/22 01:56:28 AM","00:15:23","23"
"Onie Yundt","8474018636","07/07/21 05:23:16 AM","00:50:50","50"
"Buck Erdman","7420567307","01/03/22 12:50:16 PM","00:37:09","9"
"Dexter Rodriguez","7567834867","18/04/23 05:51:20 AM","00:02:09","9"
"Rudy Gleichner","8158818283","13/02/23 08:49:00 AM","00:00:56","56"
"Alisa Schoen","6264071647","26/10/22 09:56:38 AM","00:39:41","41"
"Jose Brekke","6667002384","23/07/22 03:22:49 AM","00:19:15","15"
"Jordan Toy","6637305371","02/06/22 03:32:49 AM","00:33:54","54"
"Marcus Homenick","8100511881","03/02/23 10:23:44 PM","00:33:24","24"
"Selmer Moen","8073015233","13/04/23 05:12:15 AM","00:28:09","9"
"Meagan Torp","8815612476","23/01/22 08:04:49 AM","00:44:57","57"
"Alisa Schoen","6264071647","16/11/22 01:22:11 AM","00:11:25","25"
"Mauricio Wilderman","6415734707","18/01/22 04:44:54 AM","00:19:25","25"
"Reginald Wuckert","7171250628","24/08/21 10:53:18 AM","00:00:05","5"
"Kennedy Borer","7307402025","14/06/21 10:15:15 PM","00:43:37","37"
"Adolphus McGlynn","7674284835","30/07/22 11:35:56 AM","00:07:06","6"
"Grayson Kris","6446678835","31/05/23 04:28:23 PM","00:35:27","27"
"Hailee Dooley","8500332382","24/03/23 01:31:46 PM","00:26:57","57"
"Ross Ondricka","8874661140","27/02/22 03:47:17 AM","00:49:58","58"
"Gail Kunde","7144608124","03/08/21 08:41:04 PM","00:46:59","59"
"Abigayle Barton","8425588575","09/05/23 09:38:50 AM","00:14:23","23"
"Jane Prosacco","7618060341","06/01/21 04:08:56 PM","00:32:36","36"
"Katelin Dicki","7771071266","23/04/23 09:02:42 PM","00:14:20","20"
"Zakary Jerde","7558066525","01/04/21 07:51:15 PM","00:59:43","43"
"Clovis Boyer","7672443644","09/10/21 01:45:34 PM","00:06:37","37"
"Mckenna Greenfelder","8474444466","25/04/21 12:00:52 PM","00:45:15","15"
"Elizabeth Kerluke","7641637280","19/09/22 06:21:48 PM","00:52:40","40"
"Jordan Toy","6637305371","16/04/21 09:21:19 PM","00:13:43","43"
"Margret Veum","8008140110","30/12/21 03:19:06 PM","00:01:38","38"
"Heaven Oberbrunner","6142278425","22/01/21 05:47:17 PM","00:08:12","12"
"Jarod Tromp","6738863880","30/05/22 04:17:22 AM","00:34:35","35"
"Maida Kassulke","7435070538","13/04/23 01:44:34 AM","00:33:11","11"
"Lucious Grant","6212311665","02/09/21 08:58:41 PM","00:21:06","6"
"Destini Hilll","7748632750","09/09/22 12:06:22 AM","00:17:25","25"
"Melisa Becker","6434263388","26/12/21 10:01:19 AM","00:29:52","52"
"Alexandro Heidenreich","7016647153","04/07/22 04:05:18 PM","00:04:38","38"
"Madie Christiansen","8134067075","30/05/23 04:27:39 AM","00:54:15","15"
"Lenna Lueilwitz","6336328528","02/04/23 05:35:58 AM","00:14:29","29"
"Onie Yundt","8474018636","25/09/21 01:06:45 AM","00:48:41","41"
"Alisa Schoen","6264071647","28/12/22 02:58:29 PM","00:43:05","5"
"Jose Brekke","6667002384","04/03/22 01:03:59 AM","00:24:30","30"
"Isom Schumm","6287361620","22/06/21 10:38:01 AM","00:14:10","10"
"Loy Anderson","7751552622","11/09/21 04:49:25 AM","00:35:35","35"
"Wellington Grimes","6066455212","24/05/23 04:14:43 AM","00:56:25","25"
"Destini Hilll","7748632750","28/03/23 10:49:46 AM","00:20:57","57"
"Morris Goldner","8880873376","02/03/21 10:44:52 AM","00:56:41","41"
"Darron Towne","6481435540","10/12/21 03:49:12 PM","00:27:14","14"
"Darron Towne","6481435540","19/04/23 06:46:07 PM","00:11:34","34"
"Enrique Frami","6380715712","26/01/23 11:33:52 AM","00:11:34","34"
"Marcus Homenick","8100511881","24/07/21 07:10:10 PM","00:00:04","4"
"Maida Kassulke","7435070538","07/06/22 09:53:03 PM","00:20:58","58"
"Horace Kirlin","8441388320","05/02/22 04:27:15 PM","00:54:32","32"
"Jasmin Balistreri","6856377365","13/07/21 04:57:45 PM","00:35:36","36"
"Norval Runolfsson","8271406530","23/08/21 07:05:44 AM","00:35:27","27"
"Gerard Bechtelar","7356483774","02/05/23 06:22:03 AM","00:45:28","28"
"Catharine Dare","7475065872","01/07/21 06:04:59 AM","00:17:27","27"
"Katelin Dicki","7771071266","02/05/23 07:48:43 AM","00:34:01","1"
"Marcus Homenick","8100511881","08/03/23 10:53:57 AM","00:04:20","20"
"Rocio Lynch","8275473471","15/12/22 10:43:29 AM","00:14:44","44"
"Terrence Beer","8186680762","01/12/22 10:02:51 AM","00:48:23","23"
"Monique Effertz","7226776178","06/05/23 03:40:26 PM","00:41:28","28"
"Adolphus McGlynn","7674284835","11/04/21 01:43:29 AM","00:15:18","18"
"Kadin Wilderman","7820212022","16/08/21 12:37:30 AM","00:09:31","31"
"Eulalia Carter","6620381605","24/05/23 12:56:36 AM","00:23:39","39"
"Shaniya Shields","8214805385","11/06/21 11:52:36 AM","00:33:59","59"
"Theron Osinski","6656424264","12/09/22 11:39:24 PM","00:43:14","14"
"Madie Christiansen","8134067075","03/07/23 12:49:30 PM","00:24:44","44"
"Brigitte Wyman","8177025320","04/12/21 10:33:17 AM","00:45:15","15"
"Amos Wisoky","7524067281","10/06/23 07:02:26 AM","00:44:37","37"
"Destini Hilll","7748632750","19/07/22 05:19:20 PM","00:49:24","24"
"Hailee Dooley","8500332382","23/09/21 09:59:35 AM","00:15:27","27"
"Jasmin Balistreri","6856377365","13/09/22 04:40:36 AM","00:32:58","58"
"Mauricio Wilderman","6415734707","07/04/23 10:52:39 PM","00:51:21","21"
"Mauricio Wilderman","6415734707","15/05/23 12:59:49 AM","00:36:13","13"
"Jarod Tromp","6738863880","31/08/21 11:35:47 PM","00:12:29","29"
"Cristopher Gislason","6542362170","10/11/22 05:08:38 AM","00:55:03","3"
"Osbaldo Frami","6363788523","21/05/22 12:03:49 AM","00:23:21","21"
"Osbaldo Frami","6363788523","31/08/22 05:31:30 AM","00:12:15","15"
"Carroll Rowe","7483527142","27/03/21 06:18:23 PM","00:46:26","26"
"Roberta Gorczany","6782844083","28/07/22 02:52:57 AM","00:00:54","54"
"Gail Kunde","7144608124","04/08/21 04:02:06 AM","00:09:41","41"
"Jada Kunze","6817842047","20/11/21 05:03:16 PM","00:12:06","6"
"Morris Goldner","8880873376","30/12/21 09:15:22 AM","00:07:15","15"
"Izabella Price","6302575247","24/06/23 07:08:09 AM","00:57:08","8"
"Lucienne Konopelski","6800123174","05/03/22 06:25:56 AM","00:14:59","59"
"Tiara Blick","8544178677","08/09/21 01:28:42 PM","00:03:17","17"
"Jane Prosacco","7618060341","26/02/22 10:07:05 PM","00:34:08","8"
"Lenna Lueilwitz","6336328528","01/08/21 06:23:04 AM","00:10:08","8"
"Dexter Rodriguez","7567834867","31/10/21 12:39:49 AM","00:35:06","6"
"Kadin Wilderman","7820212022","26/11/22 03:57:30 PM","00:08:08","8"
"Marcus Homenick","8100511881","18/01/22 10:01:56 AM","00:03:11","11"
"Lucious Grant","6212311665","23/10/21 02:58:33 AM","00:07:10","10"
"Rudy Gleichner","8158818283","26/01/21 07:43:10 AM","00:05:52","52"
"Cordia Weissnat","8714675243","19/05/23 03:58:10 AM","00:49:18","18"
"Osbaldo Frami","6363788523","27/04/22 12:09:16 PM","00:59:38","38"
"Kara Hackett","8371131081","16/05/21 10:36:35 AM","00:29:40","40"
"Cordia Weissnat","8714675243","01/11/21 10:53:20 PM","00:58:41","41"
"Dexter Rodriguez","7567834867","10/02/22 01:23:31 AM","00:25:40","40"
"Margret Veum","8008140110","11/12/22 09:40:38 PM","00:20:33","33"
"Barrett Ritchie","8621786146","08/04/21 02:57:26 PM","00:59:17","17"
"Connor Ward","7726866607","11/05/23 06:09:09 PM","00:11:48","48"
"Zakary Jerde","7558066525","19/04/23 11:36:26 PM","00:53:33","33"
"Nash Cummings","8558821633","26/03/23 11:29:55 AM","00:23:08","8"
"Darlene Schmitt","7465500580","13/04/21 04:41:42 AM","00:45:37","37"
"Gerard Bechtelar","7356483774","14/01/22 12:40:32 PM","00:50:08","8"
"Lucienne Konopelski","6800123174","13/02/22 12:24:42 PM","00:29:16","16"
"Juana Welch","8440655110","01/10/22 07:20:20 PM","00:21:44","44"
"Myriam Hauck","7363548621","31/01/23 04:08:52 AM","00:06:44","44"
"Zula Davis","7505507610","06/10/22 12:56:39 AM","00:30:49","49"
"Hallie Walsh","8125458303","20/06/21 12:48:22 PM","00:15:30","30"
"Darron Towne","6481435540","17/11/22 04:59:53 AM","00:50:30","30"
"Lucienne Konopelski","6800123174","01/05/22 09:01:14 AM","00:08:18","18"
"Lysanne O'Conner","6716264882","18/09/21 03:58:42 PM","00:56:49","49"
"Reginald Wuckert","7171250628","10/03/22 07:00:42 AM","00:52:18","18"
"Rocio Lynch","8275473471","15/12/21 05:19:22 AM","00:07:21","21"
"Madie Christiansen","8134067075","25/05/23 03:35:26 AM","00:38:39","39"
"Adriel Kiehn","7143743413","07/11/22 12:54:17 PM","00:23:25","25"
"Melisa Becker","6434263388","09/12/22 05:39:36 AM","00:37:10","10"
"Connor Ward","7726866607","19/12/22 11:35:38 AM","00:50:28","28"
"Onie Yundt","8474018636","11/01/22 11:05:30 AM","00:48:30","30"
"Jasmin Balistreri","6856377365","22/12/21 06:03:16 AM","00:06:00","0"
"Hailee Dooley","8500332382","25/01/22 08:58:44 PM","00:14:25","25"
"Osbaldo Frami","6363788523","12/02/22 08:04:12 PM","00:39:57","57"
"Alisa Schoen","6264071647","17/01/23 08:23:12 AM","00:23:26","26"
"Terrence Beer","8186680762","11/06/23 07:38:58 AM","00:50:45","45"
"Grayson Kris","6446678835","21/01/22 07:22:01 PM","00:34:29","29"
"Rocio Lynch","8275473471","28/04/22 08:41:08 AM","00:16:25","25"
"Zula Davis","7505507610","08/10/21 07:41:37 PM","00:30:04","4"
"Judy Kertzmann","8668211071","08/11/22 12:58:43 PM","00:39:20","20"
"Jane Prosacco","7618060341","26/06/22 09:04:20 PM","00:07:16","16"
"Juana Welch","8440655110","27/11/22 03:10:19 AM","00:37:46","46"
"Meagan Torp","8815612476","24/06/23 11:27:35 AM","00:49:38","38"
"Barrett Ritchie","8621786146","16/08/22 05:35:23 AM","00:14:29","29"
"Adolphus McGlynn","7674284835","30/04/21 02:58:43 PM","00:36:25","25"
"Melisa Becker","6434263388","07/12/21 06:22:11 PM","00:57:28","28"
"Noe Howe","8642773250","22/02/22 06:11:36 PM","00:14:11","11"
"Darron Towne","6481435540","12/02/23 04:19:25 PM","00:27:45","45"
"Isom Schumm","6287361620","28/02/21 12:10:00 AM","00:18:49","49"
"Heaven Oberbrunner","6142278425","04/03/21 03:20:15 AM","00:12:29","29"
"Madie Christiansen","8134067075","10/12/21 04:47:31 PM","00:42:21","21"
"Noe Howe","8642773250","14/08/21 10:15:39 PM","00:20:13","13"
"Margret Veum","8008140110","20/04/21 07:49:41 AM","00:55:02","2"
"Alexandro Heidenreich","7016647153","09/03/22 09:10:36 AM","00:05:40","40"
"Zakary Jerde","7558066525","18/01/23 03:06:12 PM","00:55:06","6"
"Alice Spencer","8868223038","02/04/22 12:39:58 PM","00:47:53","53"
"Monique Effertz","7226776178","21/09/21 12:36:47 AM","00:08:17","17"
"Gust Mueller","8615272163","31/12/22 05:30:55 PM","00:14:59","59"
"Mauricio Wilderman","6415734707","27/11/21 09:26:09 PM","00:02:47","47"
"Leonel Crona","6626720382","23/04/21 11:54:37 AM","00:22:57","57"
"Selmer Moen","8073015233","06/07/23 03:04:00 AM","00:46:23","23"
"Carroll Rowe","7483527142","21/02/23 07:20:38 PM","00:43:40","40"
"Roberta Gorczany","6782844083","11/05/22 04:26:16 AM","00:01:44","44"
"Cristopher Gislason","6542362170","30/06/21 06:16:32 PM","00:19:38","38"
"Osbaldo Frami","6363788523","15/02/22 10:50:56 PM","00:02:43","43"
"Abigayle Barton","8425588575","22/06/22 05:24:26 AM","00:46:32","32"
"Norval Runolfsson","8271406530","27/10/22 01:02:32 AM","00:58:50","50"
"Wellington Grimes","6066455212","25/07/21 05:07:59 PM","00:44:48","48"
"Hallie Walsh","8125458303","01/07/22 05:33:32 AM","00:19:02","2"
"Marcus Homenick","8100511881","23/01/23 01:47:13 AM","00:48:45","45"
"Grady Wintheiser","6252764861","07/05/23 08:12:19 PM","00:22:11","11"
"Horace Kirlin","8441388320","07/03/21 07:02:24 AM","00:06:41","41"
"Meagan Torp","8815612476","28/06/22 04:45:54 AM","00:51:11","11"
"Darron Towne","6481435540","30/04/23 12:16:49 AM","00:41:32","32"
"Dexter Rodriguez","7567834867","17/03/22 08:16:05 AM","00:49:52","52"
"Jacques Kessler","8027520724","20/01/22 09:53:48 AM","00:00:51","51"
"Judy Kertzmann","8668211071","22/08/22 03:19:51 PM","00:08:15","15"
"Alisa Schoen","6264071647","17/07/22 04:18:01 AM","00:30:51","51"
"Morris Goldner","8880873376","04/12/22 10:32:36 PM","00:54:15","15"
"Barrett Ritchie","8621786146","05/01/22 03:00:39 PM","00:42:34","34"
"Abigayle Barton","8425588575","28/09/21 01:29:07 PM","00:59:45","45"
"Darron Towne","6481435540","03/07/22 11:49:13 AM","00:14:31","31"
"Barrett Ritchie","8621786146","01/05/23 01:04:54 AM","00:28:51","51"
"Jose Brekke","6667002384","10/09/22 12:24:17 AM","00:31:49","49"
"Isom Schumm","6287361620","09/01/22 11:28:21 PM","00:06:30","30"
"Connor Ward","7726866607","27/10/21 12:48:14 PM","00:38:28","28"
"Onie Yundt","8474018636","28/01/22 10:33:12 AM","00:23:57","57"
"Melisa Becker","6434263388","01/06/22 05:34:33 PM","00:26:44","44"
"Darren Heathcote","7444817032","29/01/22 06:21:17 AM","00:11:48","48"
"Loy Anderson","7751552622","10/12/21 02:36:45 AM","00:11:34","34"
"Heaven Oberbrunner","6142278425","13/03/22 12:13:15 AM","00:21:54","54"
"Jada Kunze","6817842047","04/09/22 05:31:44 PM","00:59:01","1"
"Kennedy Borer","7307402025","07/06/22 12:34:44 AM","00:53:46","46"
"Alayna Glover","8154056327","07/04/23 09:45:20 PM","00:31:30","30"
"Julian Hirthe","8750634144","18/11/21 03:27:50 PM","00:25:17","17"
"Terrence Beer","8186680762","07/12/22 01:17:02 AM","00:07:09","9"
"Reginald Wuckert","7171250628","06/12/21 12:23:32 AM","00:56:26","26"
"Clovis Boyer","7672443644","15/01/21 05:29:07 PM","00:27:02","2"
"Shaniya Shields","8214805385","23/04/23 12:30:41 AM","00:13:14","14"
"Jarod Tromp","6738863880","11/04/21 04:03:55 AM","00:34:56","56"
"Mauricio Wilderman","6415734707","23/09/21 06:25:02 AM","00:46:54","54"
"Alayna Glover","8154056327","19/12/22 12:31:15 PM","00:59:52","52"
"Heaven Oberbrunner","6142278425","19/04/22 11:57:43 PM","00:23:51","51"
"Loy Anderson","7751552622","12/03/23 10:06:03 AM","00:43:00","0"
"Alisa Schoen","6264071647","02/07/21 11:33:23 PM","00:36:25","25"
"Maida Kassulke","7435070538","06/04/23 06:42:51 AM","00:28:03","3"
"Mckenna Greenfelder","8474444466","01/01/22 12:51:20 PM","00:20:00","0"
"Kim Lesch","8671863255","20/05/22 05:41:55 AM","00:59:12","12"
"Gust Mueller","8615272163","15/06/22 01:59:55 AM","00:13:05","5"
"Jedidiah Kuhic","8838455708","10/09/21 09:10:24 PM","00:06:51","51"
"Lysanne O'Conner","6716264882","03/02/23 03:24:25 PM","00:58:41","41"
"Carroll Rowe","7483527142","01/02/22 04:17:21 AM","00:46:44","44"
"Gerard Bechtelar","7356483774","12/02/22 05:16:25 AM","00:24:14","14"
"Darren Heathcote","7444817032","21/05/21 04:13:41 AM","00:35:06","6"
"Lysanne O'Conner","6716264882","18/03/22 06:18:02 PM","00:32:18","18"
"Osbaldo Frami","6363788523","31/10/21 09:17:14 PM","00:56:57","57"
"Monique Effertz","7226776178","22/02/23 09:19:59 AM","00:47:16","16"
"Sydnie Adams","6111075846","06/06/22 07:51:27 AM","00:26:18","18"
"Margret Veum","8008140110","28/03/21 05:57:29 AM","00:24:52","52"
"Elizabeth Kerluke","7641637280","31/03/22 10:02:18 AM","00:20:40","40"
"Monique Effertz","7226776178","15/09/21 04:35:50 PM","00:29:08","8"
"Jose Brekke","6667002384","15/04/23 01:04:02 PM","00:00:02","2"
"Thad Sawayn","8187164073","10/09/22 05:54:54 PM","00:36:05","5"
"Tiara Blick","8544178677","31/03/23 08:31:55 AM","00:23:43","43"
"Theo Kihn","6825544206","28/11/22 05:34:14 AM","00:53:12","12"
"Sydnie Adams","6111075846","11/10/21 11:42:57 AM","00:25:16","16"
"Dexter Rodriguez","7567834867","15/04/22 07:54:21 PM","00:59:44","44"
"Jane Prosacco","7618060341","27/07/21 12:59:12 PM","00:01:55","55"
"Wellington Grimes","6066455212","01/02/23 02:48:55 AM","00:43:28","28"
"Catharine Dare","7475065872","13/07/22 08:08:05 AM","00:20:42","42"
"Jasmin Balistreri","6856377365","30/08/22 09:41:43 PM","00:18:10","10"
"Tiara Blick","8544178677","10/02/22 01:26:48 AM","00:56:50","50"
"Jose Brekke","6667002384","26/05/21 02:48:48 AM","00:05:01","1"
"Morris Goldner","8880873376","12/10/21 06:32:18 PM","00:09:45","45"
"Theo Kihn","6825544206","29/06/23 07:53:12 AM","00:18:17","17"
"Destini Hilll","7748632750","29/04/21 08:26:28 PM","00:21:46","46"
"Hailee Dooley","8500332382","12/10/21 07:00:19 PM","00:18:49","49"
"Adriel Kiehn","7143743413","03/02/22 11:47:35 PM","00:16:21","21"
"Alisa Schoen","6264071647","30/12/22 11:53:16 AM","00:44:51","51"
"Gust Mueller","8615272163","07/09/22 11:46:54 PM","00:14:02","2"
"Clovis Boyer","7672443644","22/01/23 09:35:25 PM","00:58:51","51"
"Eriberto Schneider","8234530177","15/10/21 02:26:26 PM","00:42:54","54"
"Tabitha Abshire","7511163240","28/10/22 02:20:52 AM","00:26:13","13"
"Sydnie Adams","6111075846","05/08/22 08:15:22 AM","00:39:50","50"
"Kim Lesch","8671863255","30/01/22 11:04:38 AM","00:35:35","35"
"Alice Spencer","8868223038","28/10/21 05:50:00 AM","00:09:27","27"
"Dexter Rodriguez","7567834867","08/03/21 11:08:47 PM","00:24:20","20"
"Bradley Herman","8134657302","20/11/21 12:02:32 AM","00:48:32","32"
"Brigitte Wyman","8177025320","05/07/23 08:26:30 AM","00:13:42","42"
"Mauricio Wilderman","6415734707","03/04/22 07:10:09 PM","00:29:57","57"
"Gerard Bechtelar","7356483774","11/04/23 06:19:45 AM","00:55:29","29"
"Maida Kassulke","7435070538","09/02/21 06:16:57 PM","00:13:55","55"
"Barrett Ritchie","8621786146","17/04/23 06:29:44 PM","00:11:41","41"
"Barrett Ritchie","8621786146","16/09/21 11:04:48 PM","00:30:56","56"
"Bradley Herman","8134657302","12/07/22 07:33:19 PM","00:32:49","49"
"Kim Lesch","8671863255","03/03/22 11:38:38 AM","00:55:22","22"
"Margret Veum","8008140110","09/02/22 08:41:00 AM","00:06:55","55"
"Mauricio Wilderman","6415734707","23/05/21 12:45:50 AM","00:38:20","20"
"Izabella Price","6302575247","19/09/21 10:30:31 AM","00:55:31","31"
"Clovis Boyer","7672443644","10/05/21 08:45:10 AM","00:31:36","36"
"Jedidiah Kuhic","8838455708","07/04/22 01:48:00 AM","00:59:13","13"
"Shaniya Shields","8214805385","14/11/22 11:39:22 PM","00:07:18","18"
"Shaniya Shields","8214805385","21/07/21 08:52:35 AM","00:39:18","18"
"Theron Osinski","6656424264","15/03/21 06:30:25 PM","00:26:00","0"
"Jasmin Balistreri","6856377365","16/06/21 09:59:00 AM","00:33:30","30"
"Shaniya Shields","8214805385","30/08/21 04:58:30 AM","00:30:27","27"
"Jarod Tromp","6738863880","28/02/22 07:07:23 PM","00:53:16","16"
"Darron Towne","6481435540","14/09/22 01:28:32 AM","00:55:36","36"
"Gerard Bechtelar","7356483774","16/09/21 01:02:43 AM","00:27:31","31"
"Sydnie Adams","6111075846","28/07/22 10:53:50 AM","00:21:27","27"
"Tabitha Abshire","7511163240","22/01/21 10:04:42 PM","00:43:55","55"
"Brigitte Wyman","8177025320","10/02/23 03:18:06 PM","00:01:03","3"
"Lenna Lueilwitz","6336328528","01/05/22 07:24:34 AM","00:54:32","32"
"Kali Blanda","6174001627","11/04/22 09:15:39 AM","00:30:50","50"
"Morris Goldner","8880873376","29/03/23 11:09:37 PM","00:48:43","43"
"Mireya Gusikowski","6171017041","20/08/22 12:23:15 AM","00:48:31","31"
"Elbert Reichel","8812480763","18/09/22 04:21:08 AM","00:46:55","55"
"Gerard Bechtelar","7356483774","14/12/21 11:35:30 PM","00:39:40","40"
"Buck Erdman","7420567307","17/09/21 03:29:55 AM","00:14:27","27"
"Buck Erdman","7420567307","24/07/22 04:08:33 AM","00:06:22","22"
"Carroll Rowe","7483527142","22/01/21 05:19:53 AM","00:54:52","52"
"Kennedy Borer","7307402025","05/06/22 06:23:03 AM","00:41:15","15"
"Madie Christiansen","8134067075","19/01/23 12:15:16 PM","00:10:46","46"
"Gerard Bechtelar","7356483774","10/01/23 11:12:27 AM","00:14:24","24"
"Ross Ondricka","8874661140","01/03/21 04:10:43 AM","00:11:11","11"
"Darren Heathcote","7444817032","31/03/23 07:59:35 PM","00:05:53","53"
"Catharine Dare","7475065872","21/04/21 11:05:47 AM","00:27:06","6"
"Adriel Kiehn","7143743413","26/10/21 07:37:02 PM","00:23:01","1"
"Eulalia Carter","6620381605","20/07/22 07:18:05 AM","00:07:05","5"
"Arjun Emmerich","6741632365","25/03/22 07:46:15 PM","00:05:42","42"
"Judy Kertzmann","8668211071","05/03/22 01:12:55 AM","00:57:33","33"
"Tabitha Abshire","7511163240","15/03/23 02:03:54 PM","00:38:48","48"
"Marcus Homenick","8100511881","03/05/23 04:04:41 PM","00:54:21","21"
"Jane Prosacco","7618060341","27/10/21 03:48:00 PM","00:01:59","59"
"Noe Howe","8642773250","05/06/22 01:27:54 AM","00:19:30","30"
"Tabitha Abshire","7511163240","16/12/22 02:52:10 AM","00:42:53","53"
"Hallie Walsh","8125458303","02/06/23 06:06:56 PM","00:42:47","47"
"Morris Goldner","8880873376","24/10/21 08:31:11 PM","00:35:07","7"
"Rudy Gleichner","8158818283","12/08/22 03:52:06 PM","00:37:38","38"
"Terrence Beer","8186680762","04/10/22 04:19:56 PM","00:20:39","39"
